OBJECTID,SITE_NAME_radius,X_radius,Y_radius,EXTENT_EASTING_1_radius,EXTENT_NORTHING_1_radius,EXTENT_EASTING_2_radius,EXTENT_NORTHING_2_radius,LATIN_NAME_radius,COMMON_NAME_radius,FULL_COMMON_NAME_radius,TREE_SPECIES_radius,CROWN_WIDTH_radius,CROWN_HEIGHT_radius,DBH_radius,PLANTING_SEASON_radius,CROWN_AREA_MIDPOINT,SENSOR_ID,ASSET_ID,SITE_NAME_full,PLOT_NO,FEATURE_ID,LOCATION,TYPE,PRIM_MEAS,UNIT,SITE_CODE,FEAT_GP,X_full,Y_full,DEAD,CLASSIFICATION,EXTENT_EASTING_1_full,EXTENT_NORTHING_1_full,EXTENT_EASTING_2_full,EXTENT_NORTHING_2_full,LAYERS,LATIN_CODE,LATIN_NAME_full,FEATURE_TYPE_NAME,COMMON_NAME_full,FULL_COMMON_NAME_full,CROWN_HEIGHT_full,CROWN_WIDTH_full,CROWN_AREA,DBH_full,LOCATION_RISK_ZONE,EPICORMIC,INSURANCE_CLAIM_HISTORY,CENTRAL_ASSET_ID,CONTRACT_AREA_NAME,CUSTOMER,DEAD_FLAG,FEATURE_GROUP,FEATURE_GROUP_CODE,FEATURETYPECODE,NOTES,REVISION_NO,TREE_SPECIES_full,TREE_MODIFIED_RISK,CANOPY_SIZE_AT_MATURITY,SPONSORSHIP,SPONSORSHIP_PACKAGE,PLANTING_SEASON_full,PLANTING_FUNDER,PLANTING_NOTES,SPECIES_NOTES,TREE_TYPE,JOBS_REQUIRED,SERVICES_VISIBILITY,CONSTRAINTS,CANCELLATION_REASON,NOTES_FOR_STATUS,CANCELLATION_NOTES,created_user,created_date,last_edited_user,last_edited_date,DBH_clean,CROWN_HEIGHT_clean,tree_group,CROWN_HEIGHT_interpolated,height_imputed_flag,height_model_source,height_model_group
26649732,Castle Park,359373.4,173228.28,359373.4,173228.28,359373.4,173228.28,Corylus colurna,Hazel,Turkish hazel,Corylus colurna,10.0,16.0,0.34,Not Applicable,150.05,500,PK00065223,Castle Park,200300.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359373.4,173228.28,N,RY45,359373.4,173228.28,359373.4,173228.28,,COCO,Corylus colurna,,Hazel,Turkish hazel,16 Metres,10 Metres,100.1 - 200 M2 (New),34 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065223,,,N,,TR,,,,Corylus colurna,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,34.0,16.0,deciduous,16.0,0.0,observed,observed
26649733,Castle Park,359365.53,173225.74,359365.53,173225.74,359365.53,173225.74,Corylus colurna,Hazel,Turkish hazel,Corylus colurna,10.0,16.0,0.34,Not Applicable,150.05,500,PK00065224,Castle Park,200301.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359365.53,173225.74,N,RY45,359365.53,173225.74,359365.53,173225.74,,COCO,Corylus colurna,,Hazel,Turkish hazel,16 Metres,10 Metres,100.1 - 200 M2 (New),34 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065224,,,N,,TR,,,,Corylus colurna,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,34.0,16.0,deciduous,16.0,0.0,observed,observed
26649734,Castle Park,359367.05,173231.59,359367.05,173231.59,359367.05,173231.59,Quercus robur,Oak,English oak,Quercus robur,8.0,10.0,0.21,Not Applicable,60.05,500,PK00065225,Castle Park,200302.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359367.05,173231.59,N,RY45,359367.05,173231.59,359367.05,173231.59,,QURO,Quercus robur,,Oak,English oak,10 Metres,8 Metres,20.1 - 100 M2 (New),21 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065225,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,21.0,10.0,deciduous,10.0,0.0,observed,observed
26649735,Castle Park,359363.24,173230.57,359363.24,173230.57,359363.24,173230.57,Quercus robur,Oak,English oak,Quercus robur,8.0,10.0,0.21,Not Applicable,60.05,500,PK00065226,Castle Park,200303.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359363.24,173230.57,N,RY45,359363.24,173230.57,359363.24,173230.57,,QURO,Quercus robur,,Oak,English oak,10 Metres,8 Metres,20.1 - 100 M2 (New),21 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065226,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,21.0,10.0,deciduous,10.0,0.0,observed,observed
26649736,Castle Park,359362.73,173233.11,359362.73,173233.11,359362.73,173233.11,Quercus robur,Oak,English oak,Quercus robur,8.0,10.0,0.21,Not Applicable,60.05,500,PK00065227,Castle Park,200304.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359362.73,173233.11,N,RY45,359362.73,173233.11,359362.73,173233.11,,QURO,Quercus robur,,Oak,English oak,10 Metres,8 Metres,20.1 - 100 M2 (New),21 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065227,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,21.0,10.0,deciduous,10.0,0.0,observed,observed
26649737,Castle Park,359356.38,173235.65,359356.38,173235.65,359356.38,173235.65,Quercus robur,Oak,English oak,Quercus robur,8.0,10.0,0.21,Not Applicable,60.05,500,PK00065228,Castle Park,200305.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359356.38,173235.65,N,RY45,359356.38,173235.65,359356.38,173235.65,,QURO,Quercus robur,,Oak,English oak,10 Metres,8 Metres,20.1 - 100 M2 (New),21 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065228,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,21.0,10.0,deciduous,10.0,0.0,observed,observed
26649738,Castle Park,359351.81,173235.4,359351.81,173235.4,359351.81,173235.4,Quercus robur,Oak,English oak,Quercus robur,8.0,10.0,0.21,Not Applicable,60.05,500,PK00065229,Castle Park,200306.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359351.81,173235.4,N,RY45,359351.81,173235.4,359351.81,173235.4,,QURO,Quercus robur,,Oak,English oak,10 Metres,8 Metres,20.1 - 100 M2 (New),21 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065229,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,21.0,10.0,deciduous,10.0,0.0,observed,observed
26649739,Castle Park,359358.41,173224.47,359358.41,173224.47,359358.41,173224.47,Quercus robur,Oak,English oak,Quercus robur,8.0,10.0,0.21,Not Applicable,60.05,500,PK00065230,Castle Park,200307.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359358.41,173224.47,N,RY45,359358.41,173224.47,359358.41,173224.47,,QURO,Quercus robur,,Oak,English oak,10 Metres,8 Metres,20.1 - 100 M2 (New),21 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065230,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,21.0,10.0,deciduous,10.0,0.0,observed,observed
26649740,Castle Park,359364.0,173221.43,359364.0,173221.43,359364.0,173221.43,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,9.0,12.0,0.16,Not Applicable,150.05,500,PK00065231,Castle Park,200308.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359364.0,173221.43,N,RY45,359364.0,173221.43,359364.0,173221.43,,ACPS,Acer pseudoplatanus,,Sycamore,Sycamore,12 Metres,9 Metres,100.1 - 200 M2 (New),16 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065231,,,N,,TR,,,,Acer pseudoplatanus,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,16.0,12.0,deciduous,12.0,0.0,observed,observed
26649741,Castle Park,359361.72,173228.03,359361.72,173228.03,359361.72,173228.03,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,9.0,12.0,0.16,Not Applicable,150.05,500,PK00065232,Castle Park,200309.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359361.72,173228.03,N,RY45,359361.72,173228.03,359361.72,173228.03,,ACPS,Acer pseudoplatanus,,Sycamore,Sycamore,12 Metres,9 Metres,100.1 - 200 M2 (New),16 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065232,,,N,,TR,,,,Acer pseudoplatanus,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,16.0,12.0,deciduous,12.0,0.0,observed,observed
26649742,Castle Park,359359.18,173232.6,359359.18,173232.6,359359.18,173232.6,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,9.0,12.0,0.16,Not Applicable,150.05,500,PK00065233,Castle Park,200310.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359359.18,173232.6,N,RY45,359359.18,173232.6,359359.18,173232.6,,ACPS,Acer pseudoplatanus,,Sycamore,Sycamore,12 Metres,9 Metres,100.1 - 200 M2 (New),16 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065233,,,N,,TR,,,,Acer pseudoplatanus,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,16.0,12.0,deciduous,12.0,0.0,observed,observed
26649743,Castle Park,359369.85,173226.76,359369.85,173226.76,359369.85,173226.76,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,9.0,12.0,0.16,Not Applicable,150.05,500,PK00065234,Castle Park,200311.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359369.85,173226.76,N,RY45,359369.85,173226.76,359369.85,173226.76,,ACPS,Acer pseudoplatanus,,Sycamore,Sycamore,12 Metres,9 Metres,100.1 - 200 M2 (New),16 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065234,,,N,,TR,,,,Acer pseudoplatanus,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,16.0,12.0,deciduous,12.0,0.0,observed,observed
26649744,Castle Park,359348.25,173232.6,359348.25,173232.6,359348.25,173232.6,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,9.0,7.0,0.29,Not Applicable,60.05,500,PK00065235,Castle Park,200312.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359348.25,173232.6,N,RY45,359348.25,173232.6,359348.25,173232.6,,SOAR,Sorbus aria,,Whitebeam,Whitebeam,7 Metres,9 Metres,20.1 - 100 M2 (New),29 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065235,,,N,,TR,,,,Sorbus aria,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,29.0,7.0,deciduous,7.0,0.0,observed,observed
26649745,Castle Park,359344.44,173231.84,359344.44,173231.84,359344.44,173231.84,Quercus robur,Oak,English oak,Quercus robur,5.0,11.0,0.18,Not Applicable,60.05,500,PK00065236,Castle Park,200313.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359344.44,173231.84,N,RY45,359344.44,173231.84,359344.44,173231.84,,QURO,Quercus robur,,Oak,English oak,11 Metres,5 Metres,20.1 - 100 M2 (New),18 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065236,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,18.0,11.0,deciduous,11.0,0.0,observed,observed
26649746,Castle Park,359406.18,173176.46,359406.18,173176.46,359406.18,173176.46,Quercus robur,Oak,English oak,Quercus robur,7.0,12.0,0.15,Not Applicable,60.05,500,PK00065238,Castle Park,200315.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359406.18,173176.46,N,RY45,359406.18,173176.46,359406.18,173176.46,,QURO,Quercus robur,,Oak,English oak,12 Metres,7 Metres,20.1 - 100 M2 (New),15 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065238,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,15.0,12.0,deciduous,12.0,0.0,observed,observed
26649747,Castle Park,359412.28,173175.44,359412.28,173175.44,359412.28,173175.44,Quercus robur,Oak,English oak,Quercus robur,7.0,12.0,0.15,Not Applicable,60.05,500,PK00065239,Castle Park,200316.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359412.28,173175.44,N,RY45,359412.28,173175.44,359412.28,173175.44,,QURO,Quercus robur,,Oak,English oak,12 Metres,7 Metres,20.1 - 100 M2 (New),15 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065239,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,15.0,12.0,deciduous,12.0,0.0,observed,observed
26649748,Castle Park,359409.74,173170.36,359409.74,173170.36,359409.74,173170.36,Quercus robur,Oak,English oak,Quercus robur,7.0,12.0,0.15,Not Applicable,60.05,500,PK00065240,Castle Park,200317.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359409.74,173170.36,N,RY06,359409.74,173170.36,359409.74,173170.36,,QURO,Quercus robur,,Oak,English oak,12 Metres,7 Metres,20.1 - 100 M2 (New),15 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065240,,,N,,TR,,,,Quercus robur,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,15.0,12.0,deciduous,12.0,0.0,observed,observed
26649749,Castle Park,359418.37,173171.88,359418.37,173171.88,359418.37,173171.88,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,7.0,9.0,0.27,Not Applicable,60.05,500,PK00065241,Castle Park,200318.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359418.37,173171.88,N,RY45,359418.37,173171.88,359418.37,173171.88,,PISY,Pinus sylvestris,,Scots Pine,Scots pine,9 Metres,7 Metres,20.1 - 100 M2 (New),27 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065241,,,N,,TR,,,,Pinus sylvestris,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,27.0,9.0,evergreen,9.0,0.0,observed,observed
26649750,Castle Park,359415.57,173164.51,359415.57,173164.51,359415.57,173164.51,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,7.0,10.0,0.26,Not Applicable,60.05,500,PK00065243,Castle Park,200320.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359415.57,173164.51,N,RY06,359415.57,173164.51,359415.57,173164.51,,PISY,Pinus sylvestris,,Scots Pine,Scots pine,10 Metres,7 Metres,20.1 - 100 M2 (New),26 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065243,,,N,,TR,,,,Pinus sylvestris,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,26.0,10.0,evergreen,10.0,0.0,observed,observed
26649751,Castle Park,359410.75,173161.72,359410.75,173161.72,359410.75,173161.72,Prunus avium,Cherry,Wild cherry,Prunus avium,7.0,10.0,0.22,Not Applicable,60.05,500,PK00065244,Castle Park,200321.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359410.75,173161.72,N,RY06,359410.75,173161.72,359410.75,173161.72,,PRAV,Prunus avium,,Cherry,Wild cherry,10 Metres,7 Metres,20.1 - 100 M2 (New),22 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065244,,,N,,TR,,,,Prunus avium,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,22.0,10.0,deciduous,10.0,0.0,observed,observed
26649752,Castle Park,359409.99,173155.87,359409.99,173155.87,359409.99,173155.87,Prunus avium,Cherry,Wild cherry,Prunus avium,18.0,10.0,0.47,Not Applicable,150.05,500,PK00065245,Castle Park,200322.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359409.99,173155.87,N,RY45,359409.99,173155.87,359409.99,173155.87,,PRAV,Prunus avium,,Cherry,Wild cherry,10 Metres,18 Metres,100.1 - 200 M2 (New),47 Centimetres,Risk Zone C (4),,No Code Allocated,PK00065245,,,N,,TR,,,,Prunus avium,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,47.0,10.0,deciduous,10.0,0.0,observed,observed
26649753,Castle Park,359423.96,173130.47,359423.96,173130.47,359423.96,173130.47,Quercus robur,Oak,English oak,Quercus robur,9.0,11.0,0.2,Not Applicable,60.05,500,PK00065248,Castle Park,200325.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359423.96,173130.47,N,RY06,359423.96,173130.47,359423.96,173130.47,,QURO,Quercus robur,,Oak,English oak,11 Metres,9 Metres,20.1 - 100 M2 (New),20 Centimetres,Risk Zone B (3),,No Code Allocated,PK00065248,,,N,,TR,,,,Quercus robur,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,20.0,11.0,deciduous,11.0,0.0,observed,observed
26649754,Castle Park,359420.41,173123.86,359420.41,173123.86,359420.41,173123.86,Quercus robur,Oak,English oak,Quercus robur,9.0,11.0,0.22,Not Applicable,60.05,500,PK00065249,Castle Park,200326.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359420.41,173123.86,N,RY45,359420.41,173123.86,359420.41,173123.86,,QURO,Quercus robur,,Oak,English oak,11 Metres,9 Metres,20.1 - 100 M2 (New),22 Centimetres,Risk Zone B (3),,No Code Allocated,PK00065249,,,N,,TR,,,,Quercus robur,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,22.0,11.0,deciduous,11.0,0.0,observed,observed
26649759,Castle Park,359386.27,173178.97,359386.27,173178.97,359386.27,173178.97,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,17.0,11.0,0.58,Not Applicable,150.05,500,PK00182420,Castle Park,200336.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359386.27,173178.97,N,RY45,359386.27,173178.97,359386.27,173178.97,,AEHI,Aesculus hippocastanum,,Horse Chestnut,Horse chestnut,11 Metres,17 Metres,100.1 - 200 M2 (New),58 Centimetres,Risk Zone C (4),,No Code Allocated,PK00182420,,,N,,TR,,,,Aesculus hippocastanum,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,58.0,11.0,deciduous,11.0,0.0,observed,observed
26649760,Castle Park,359396.3,173180.42,359396.3,173180.42,359396.3,173180.42,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,7.0,8.0,0.31,Not Applicable,60.05,500,PK00182421,Castle Park,200337.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359396.3,173180.42,N,RY45,359396.3,173180.42,359396.3,173180.42,,PISY,Pinus sylvestris,,Scots Pine,Scots pine,8 Metres,7 Metres,20.1 - 100 M2 (New),31 Centimetres,Risk Zone C (4),,No Code Allocated,PK00182421,,,N,,TR,,,,Pinus sylvestris,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,31.0,8.0,evergreen,8.0,0.0,observed,observed
26649761,Castle Park,359392.9,173190.36,359392.9,173190.36,359392.9,173190.36,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,11.0,7.0,0.42,Not Applicable,60.05,500,PK00182422,Castle Park,200338.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359392.9,173190.36,N,RY45,359392.9,173190.36,359392.9,173190.36,,SOAR,Sorbus aria,,Whitebeam,Whitebeam,7 Metres,11 Metres,20.1 - 100 M2 (New),42 Centimetres,Risk Zone C (4),,No Code Allocated,PK00182422,,,N,,TR,,,,Sorbus aria,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,42.0,7.0,deciduous,7.0,0.0,observed,observed
26649762,Castle Park,359381.55,173196.69,359381.55,173196.69,359381.55,173196.69,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,6.0,4.0,0.45,Not Applicable,60.05,500,PK00182423,Castle Park,200339.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359381.55,173196.69,N,RY45,359381.55,173196.69,359381.55,173196.69,,SOAR,Sorbus aria,,Whitebeam,Whitebeam,4 Metres,6 Metres,20.1 - 100 M2 (New),45 Centimetres,Risk Zone C (4),,No Code Allocated,PK00182423,,,N,,TR,,,,Sorbus aria,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,45.0,4.0,deciduous,4.0,0.0,observed,observed
26649763,Castle Park,359342.41,173221.04,359342.41,173221.04,359342.41,173221.04,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,10.0,9.0,0.66,Not Applicable,150.05,500,PK00182424,Castle Park,200340.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359342.41,173221.04,N,RY45,359342.41,173221.04,359342.41,173221.04,,FREX,Fraxinus excelsior,,Ash,Common ash,9 Metres,10 Metres,100.1 - 200 M2 (New),66 Centimetres,Risk Zone C (4),,No Code Allocated,PK00182424,,,N,,TR,,,,Fraxinus excelsior,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,66.0,9.0,deciduous,9.0,0.0,observed,observed
26649764,Castle Park,359334.8,173219.28,359334.8,173219.28,359334.8,173219.28,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,6.0,7.0,0.2,Not Applicable,60.05,500,PK00182425,Castle Park,200341.0,,,PK: Tree - Parks and Green Spa,1,Number,CASTPA,TR,359334.8,173219.28,N,RY45,359334.8,173219.28,359334.8,173219.28,,FREX,Fraxinus excelsior,,Ash,Common ash,7 Metres,6 Metres,20.1 - 100 M2 (New),20 Centimetres,Risk Zone C (4),,No Code Allocated,PK00182425,,,N,,TR,,,,Fraxinus excelsior,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,20.0,7.0,deciduous,7.0,0.0,observed,observed
